location,lat,long,score
"Waffle House-Bremen,GA",33.690697,-85.149801,5
"Waffle House-Brunswick,GA",31.245275,-81.505709,8
"Waffle House-Brunswick,GA",31.139634,-81.581456,5
"Waffle House-Brunswick,GA",31.1935068,-81.4857955,7
"Waffle House-Brunswick,GA",31.2182763,-81.5197436,10
"Waffle House-Brunswick,GA",31.224271,-81.526011,7
"Waffle House-Buford,GA",34.097656,-84.01165,6
"Waffle House-Buford,GA",34.0519255,-83.9943241,8
"Waffle House-Buford,GA",34.068294,-83.986212,8
"Waffle House-Buford,GA",34.094551,-83.936287,10
"Waffle House-Buford,GA",34.091881,-84.00057,10
"Waffle House-Buford,GA",34.141556,-83.952317,7
"Waffle House-Byron,GA",32.614249,-83.739795,8
"Waffle House-Byron,GA",32.657138,-83.748269,6
"Waffle House-Byron,GA",32.660492,-83.74291,6
"Waffle House-Calhoun,GA",34.5123596,-84.9173813,8
"Waffle House-Calhoun,GA",34.4800202,-84.9406873,7
"Waffle House-Canton,GA",34.258888,-84.463592,5
"Waffle House-Canton,GA",34.222003,-84.504776,7
"Waffle House-Canton,GA",34.227437,-84.509544,10
"Waffle House-Canton,GA",34.176111,-84.419136,7
"Waffle House-Canton,GA",34.254122,-84.35955,8
"Waffle House-Carrollton,GA",33.598774,-85.079059,9
"Waffle House-Carrollton,GA",33.57164,-85.091016,10
"Waffle House-Carrollton,GA",33.596755,-85.035451,7
"Waffle House-Carrollton,GA",33.567055,-85.077643,6
"Waffle House-Cartersville,GA",34.17213,-84.828802,10
"Waffle House-Cartersville,GA",34.207527,-84.821219,7
"Waffle House-Cartersville,GA",34.176844,-84.786368,7
"Waffle House-Cartersville,GA",34.204982,-84.764337,5
"Waffle House-Cartersville,GA",34.157548,-84.815942,5
"Waffle House-Cedartown,GA",34.016256,-85.254241,9
"Waffle House-Centerville,GA",32.618385,-83.680999,6
"Waffle House-Chamblee,GA",33.888053,-84.313865,5
"Waffle House-Clayton,GA",34.87011,-83.400674,9
"Waffle House-College Park,GA",33.659212,-84.435564,9
"Waffle House-College Park,GA",33.62421,-84.474244,8
"Waffle House-College Park,GA",33.619085,-84.473139,7
"Waffle House-College Park,GA",33.605428,-84.435042,8
"Waffle House-Columbus,GA",32.47108,-84.98757,6
"Waffle House-Columbus,GA",32.53237,-84.967075,10
"Waffle House-Columbus,GA",32.522802,-84.979451,7
"Waffle House-Columbus,GA",32.48417,-84.93784,6
"Waffle House-Columbus,GA",32.463146,-84.926384,9
"Waffle House-Columbus,GA",32.4064102,-84.9365463,8
"Waffle House-Columbus,GA",32.523497,-84.888287,10
"Waffle House-Columbus,GA",32.538113,-84.869759,8
"Waffle House-Columbus,GA",32.542324,-84.9543,7
"Waffle House-Commerce,GA",34.252312,-83.461755,7
"Waffle House-Conyers,GA",33.592954,-84.014348,10
"Waffle House-Conyers,GA",33.666332,-84.026576,10
"Waffle House-Conyers,GA",33.640543,-84.015652,8
"Waffle House-Conyers,GA",33.63754,-84.014309,10
"Waffle House-Conyers,GA",33.630449,-83.977993,7
"Waffle House-Conyers,GA",33.683477,-84.061904,6
"Waffle House-Cordele,GA",31.951468,-83.783056,6
"Waffle House-Cordele,GA",31.9344,-83.751319,6
"Waffle House-Cornelia,GA",34.51167,-83.546728,9
"Waffle House-Cornelia,GA",34.53006,-83.530918,8
"Waffle House-Covington,GA",33.616814,-83.843065,9
"Waffle House-Covington,GA",33.608346,-83.827921,7
"Waffle House-Covington,GA",33.62919,-83.938989,10
"Waffle House-Covington,GA",33.577512,-83.968324,5
"Waffle House-Covington,GA",33.6024,-83.843255,7
"Waffle House-Covington,GA",33.599875,-83.834769,7
"Waffle House-Cumming,GA",34.253045,-84.088093,8
"Waffle House-Cumming,GA",34.155464,-84.172934,5
"Waffle House-Cumming,GA",34.221642,-84.154223,5
"Waffle House-Cumming,GA",34.163787,-84.176132,6
"Waffle House-Cumming,GA",34.179677,-84.133478,5
"Waffle House-Dacula,GA",33.984685,-83.92469,9
"Waffle House-Dacula,GA",33.97464,-83.892164,10
"Waffle House-Dacula,GA",34.0063501,-83.9138062,5
"Waffle House-Dahlonega,GA",34.469431,-83.96697,6
"Waffle House-Dallas,GA",33.907146,-84.824,7
"Waffle House-Dallas,GA",33.956227,-84.787336,8
"Waffle House-Dallas,GA",33.934492,-84.724342,8
"Waffle House-Dallas,GA",33.8101613,-84.8884928,5
"Waffle House-Dallas,GA",34.009417,-84.755766,5
"Waffle House-Dalton,GA",34.688477,-85.000191,9
"Waffle House-Dalton,GA",34.800639,-84.961777,10
"Waffle House-Dalton,GA",34.760886,-84.999471,7
"Waffle House-Dalton,GA",34.795762,-84.995385,7
"Waffle House-Dalton,GA",34.763433,-84.930698,10
"Waffle House-Dawsonville,GA",34.366582,-84.036218,7
"Waffle House-Dawsonville,GA",34.361548,-84.034498,8
"Waffle House-Decatur,GA",33.7543793,-84.2664795,6
"Waffle House-Decatur,GA",33.714031,-84.216334,10
"Waffle House-Decatur,GA",33.775267,-84.273272,5
"Waffle House-Decatur,GA",33.750274,-84.227764,8
"Waffle House-Decatur,GA",33.6838875,-84.2324142,10
"Waffle House-Decatur,GA",33.785924,-84.234553,5
"Waffle House-Decatur,GA",33.799224,-84.280293,5
"Waffle House-Doraville,GA",33.922288,-84.281131,5
"Waffle House-Doraville,GA",33.901432,-84.275679,8
"Waffle House-Doraville,GA",33.904795,-84.271903,7
"Waffle House-Douglasville,GA",33.70423,-84.658329,9
"Waffle House-Douglasville,GA",33.729031,-84.737121,9
"Waffle House-Douglasville,GA",33.817969,-84.811468,6
"Waffle House-Douglasville,GA",33.75096,-84.732595,9
"Waffle House-Douglasville,GA",33.730146,-84.759784,5
"Waffle House-Douglasville,GA",33.725814,-84.762122,5
"Waffle House-Dublin,GA",32.542001,-82.955776,6
"Waffle House-Dublin,GA",32.490378,-82.933107,6
"Waffle House-Duluth,GA",34.01626,-84.095429,5
"Waffle House-Duluth,GA",33.95014,-84.128532,10
"Waffle House-Duluth,GA",33.977006,-84.093566,5
"Waffle House-Duluth,GA",33.953472,-84.140769,6
"Waffle House-E Ellijay,GA",34.680684,-84.474148,5
"Waffle House-East Point,GA",33.659007,-84.429436,8
"Waffle House-East Point,GA",33.67555,-84.443261,10
"Waffle House-Eastanollee,GA",34.549395,-83.281605,5
"Waffle House-Eatonton,GA",33.421975,-83.268073,5
"Waffle House-Ellenwood,GA",33.619294,-84.242624,10
"Waffle House-Ellenwood,GA",33.612479,-84.300632,10
"Waffle House-Ellenwood,GA",33.633743,-84.289935,8
"Waffle House-Evans,GA",33.523117,-82.1418,7
"Waffle House-Evans,GA",33.534995,-82.126554,9
"Waffle House-Fairburn,GA",33.6125656,-84.6122012,8
"Waffle House-Fairburn,GA",33.54454,-84.577029,5
"Waffle House-Fairburn,GA",33.573638,-84.596191,6
"Waffle House-Fayetteville,GA",33.46197,-84.450973,6
"Waffle House-Fayetteville,GA",33.408534,-84.458052,7
"Waffle House-Fayetteville,GA",33.448583,-84.484117,5
"Waffle House-Flowery Branch,GA",34.198828,-83.923575,10
"Waffle House-Flowery Branch,GA",34.107489,-83.873496,6
"Waffle House-Forest Park,GA",33.619208,-84.385795,10
"Waffle House-Forsyth,GA",33.041671,-83.938311,5
"Waffle House-Forsyth,GA",33.034679,-83.924154,10
"Waffle House-Ft. Oglethorpe,GA",34.953278,-85.248369,7
"Waffle House-Gainesville,GA",34.263831,-83.816716,7
"Waffle House-Gainesville,GA",34.28215,-83.801069,10
"Waffle House-Gainesville,GA",34.3315331,-83.8085859,5
"Waffle House-Gainesville,GA",34.279195,-83.875472,9
"Waffle House-Gainesville,GA",34.295202,-83.850932,6
"Waffle House-Garden City,GA",32.104456,-81.150804,10
"Waffle House-Gray,GA",33.004166,-83.547811,8
"Waffle House-Greensboro,GA",33.549954,-83.201889,6
"Waffle House-Griffin,GA",33.247352,-84.288242,7
"Waffle House-Griffin,GA",33.280777,-84.291778,10
"Waffle House-Griffin,GA",33.167759,-84.303332,7
"Waffle House-Grovetown,GA",33.487273,-82.199847,9
"Waffle House-Hampton,GA",33.381817,-84.301759,5
"Waffle House-Hampton,GA",33.450036,-84.325384,10
"Waffle House-Hapeville,GA",33.65894,-84.416592,6
"Waffle House-Hephzibah,GA",33.340657,-82.084776,10
"Waffle House-Hinesville,GA",33.613113,-84.349174,8
"Waffle House-Hinesville,GA",31.851972,-81.581711,7
"Waffle House-Hiram,GA",33.892303,-84.754524,6
"Waffle House-Hogansville,GA",33.159463,-84.872154,7
"Waffle House-Hoschton,GA",34.093241,-83.808982,7
"Waffle House-Jackson,GA",33.20339,-84.063579,5
"Waffle House-Jasper,GA",34.398112,-84.415315,5
"Waffle House-Jasper,GA",34.465529,-84.460191,8
"Waffle House-Jefferson,GA",34.152098,-83.643317,7
"Waffle House-Jefferson,GA",34.141191,-83.663974,10
"Waffle House-Jesup,GA",31.616249,-81.875094,10
"Waffle House-Johns Creek,GA",34.044899,-84.224669,9
"Waffle House-Johns Creek,GA",34.01611,-84.190706,6
"Waffle House-Jonesboro,GA",33.581129,-84.375946,8
"Waffle House-Jonesboro,GA",33.51622,-84.363272,6
"Waffle House-Kennesaw,GA",34.056263,-84.592089,10
"Waffle House-Kennesaw,GA",34.0050995,-84.6031286,7
"Waffle House-Kennesaw,GA",34.033571,-84.580281,6
"Waffle House-Kennesaw,GA",34.056273,-84.556854,7
"Waffle House-Kingsland,GA",30.792545,-81.66452,6
"Waffle House-Kingsland,GA",30.780618,-81.626681,5
"Waffle House-Lagrange,GA",33.04236,-84.979841,7
"Waffle House-Lagrange,GA",32.985842,-85.029548,8
"Waffle House-Lagrange,GA",32.960567,-84.949875,5
"Waffle House-Lake City,GA",31.8412462,-81.6007765,8
"Waffle House-Lake Park,GA",30.673406,-83.216366,7
"Waffle House-Lavonia,GA",34.443879,-83.115146,10
"Waffle House-Lawrenceville,GA",33.963038,-84.038795,8
"Waffle House-Lawrenceville,GA",33.900159,-84.005571,7
"Waffle House-Lawrenceville,GA",33.954473,-83.988195,8
"Waffle House-Lawrenceville,GA",33.939007,-84.034418,5
"Waffle House-Lawrenceville,GA",33.925803,-84.114549,8
"Waffle House-Lawrenceville,GA",33.988135,-83.984362,9
"Waffle House-Leesburg,GA",31.628409,-84.176902,5
"Waffle House-Lilburn,GA",33.906283,-84.111449,7
"Waffle House-Lilburn,GA",33.897825,-84.140865,10
"Waffle House-Lithia Springs,GA",33.788493,-84.621384,5
"Waffle House-Lithia Springs,GA",33.779897,-84.607125,6
"Waffle House-Lithonia,GA",33.72398,-84.167305,10
"Waffle House-Lithonia,GA",33.705448,-84.169632,10
"Waffle House-Lithonia,GA",33.699207,-84.118059,6
"Waffle House-Lithonia,GA",33.775105,-84.074222,10
"Waffle House-Locust Grove,GA",33.353427,-84.123299,6
"Waffle House-Loganville,GA",33.738447,-83.863925,5
"Waffle House-Loganville,GA",33.880599,-83.937351,7
"Waffle House-Loganville,GA",33.84292,-83.908499,10
"Waffle House-Lula,GA",34.394779,-83.691975,10
"Waffle House-Mableton,GA",33.8137741,-84.5503082,9
"Waffle House-Mableton,GA",33.817376,-84.575274,6
"Waffle House-Macon,GA",32.86141,-83.613819,10
"Waffle House-Macon,GA",32.874324,-83.663453,6
"Waffle House-Macon,GA",32.89956,-83.68448,8
"Waffle House-Macon,GA",32.906153,-83.687213,6
"Waffle House-Macon,GA",32.790828,-83.66852,9
"Waffle House-Macon,GA",32.785899,-83.667204,8
"Waffle House-Macon,GA",32.742895,-83.71388,5
"Waffle House-Macon,GA",32.806257,-83.569007,9
"Waffle House-Macon,GA",32.808178,-83.723754,6
"Waffle House-Macon,GA",32.832184,-83.729722,10
"Waffle House-Macon,GA",32.87996,-83.765798,9
"Waffle House-Macon,GA",32.842722,-83.629319,9
"Waffle House-Madison,GA",33.615135,-83.450114,6
"Waffle House-Madison,GA",33.552483,-83.473625,8
"Waffle House-Marietta,GA",33.919056,-84.548641,7
"Waffle House-Marietta,GA",33.918779,-84.581833,9
"Waffle House-Marietta,GA",34.014083,-84.555488,8
"Waffle House-Marietta,GA",33.997401,-84.531674,8
"Waffle House-Marietta,GA",33.901088,-84.477737,9
"Waffle House-Marietta,GA",33.867246,-84.631707,10
"Waffle House-Marietta,GA",33.924028,-84.470339,7
"Waffle House-Marietta,GA",33.9378,-84.613651,6
"Waffle House-Marietta,GA",33.863729,-84.595498,7
"Waffle House-Marietta,GA",34.0678406,-84.5218582,6
"Waffle House-Marietta,GA",33.963516,-84.494557,8
"Waffle House-Marietta,GA",33.964426,-84.411757,7
"Waffle House-Marietta,GA",33.951895,-84.571215,10
"Waffle House-Marietta,GA",33.929547,-84.509153,9
"Waffle House-Mcdonough,GA",33.407942,-84.166562,9
"Waffle House-Mcdonough,GA",33.449282,-84.178388,5
"Waffle House-Mcdonough,GA",33.425273,-84.183303,9
"Waffle House-Mcdonough,GA",33.506181,-84.141472,10
"Waffle House-Mcdonough,GA",33.452943,-84.166678,6
"Waffle House-Metter,GA",32.37855,-82.062085,5
"Waffle House-Milledgeville,GA",33.099251,-83.246184,10
"Waffle House-Milledgeville,GA",33.184242,-83.290369,10
"Waffle House-Monroe,GA",33.81564,-83.729249,8
"Waffle House-Monroe,GA",33.806535,-83.719539,8
"Waffle House-Monroe,GA",33.796013,-83.743625,7
"Waffle House-Morrow,GA",33.571488,-84.337009,8
"Waffle House-Morrow,GA",33.562175,-84.32043,9
"Waffle House-Morrow,GA",33.58133,-84.339934,8
"Waffle House-Morrow,GA",33.557366,-84.346211,7
"Waffle House-Moultrie,GA",31.176642,-83.762232,10
"Waffle House-Moultrie,GA",31.1900675,-83.7620723,10
"Waffle House-Newnan,GA",33.396903,-84.744606,9
"Waffle House-Newnan,GA",33.327855,-84.779934,10
"Waffle House-Newnan,GA",33.409422,-84.686277,10
"Waffle House-Newnan,GA",33.385854,-84.817825,5
"Waffle House-Newnan,GA",33.44693,-84.696348,5
"Waffle House-Norcross,GA",33.921783,-84.171048,9
"Waffle House-Norcross,GA",33.929863,-84.17879,10
"Waffle House-Norcross,GA",33.94327,-84.246939,5
"Waffle House-Norcross,GA",33.943476,-84.205553,6
"Waffle House-Norcross,GA",33.920981,-84.211139,9
"Waffle House-Norcross,GA",33.915484,-84.208089,6
"Waffle House-Norcross,GA",33.94508,-84.240921,9
"Waffle House-Oakwood,GA",34.228069,-83.865577,10
"Waffle House-Oakwood,GA",34.252081,-83.89043,8
"Waffle House-Palmetto,GA",33.527843,-84.662196,8
"Waffle House-Peachtree City,GA",33.395459,-84.58848,10
"Waffle House-Peachtree City,GA",33.420751,-84.558759,9
"Waffle House-Perry,GA",32.446932,-83.75246,5
"Waffle House-Perry,GA",32.470634,-83.742244,8
"Waffle House-Pooler,GA",32.112423,-81.237995,6
"Waffle House-Port Wentworth,GA",32.187297,-81.193409,10
"Waffle House-Powder Springs,GA",33.87652,-84.703464,5
"Waffle House-Powder Springs,GA",33.858802,-84.674122,6
"Waffle House-Rex,GA",33.577387,-84.280391,8
"Waffle House-Richmond Hill,GA",31.929512,-81.328947,9
"Waffle House-Richmond Hill,GA",31.923977,-81.333428,10
"Waffle House-Rincon,GA",32.251212,-81.213324,8
"Waffle House-Ringgold,GA",34.890537,-85.073626,7
"Waffle House-Ringgold,GA",34.913334,-85.147699,5
"Waffle House-Riverdale,GA",33.576455,-84.412155,7
"Waffle House-Riverdale,GA",33.548666,-84.412746,5
"Waffle House-Rockmart,GA",34.009581,-85.04319,9
"Waffle House-Rome,GA",34.268669,-85.213371,6
"Waffle House-Rome,GA",34.222443,-85.147447,7
"Waffle House-Rome,GA",34.179056,-85.206274,7
"Waffle House-Roswell,GA",34.020273,-84.317981,9
"Waffle House-Roswell,GA",34.067515,-84.425259,7
"Waffle House-Roswell,GA",34.023047,-84.326501,6
"Waffle House-Sandersville,GA",32.9815,-82.810657,5
"Waffle House-Sandy Springs,GA",33.981613,-84.3492,7
"Waffle House-Sandy Springs,GA",33.9309998,-84.3791733,5
"Waffle House-Savannah,GA",31.992654,-81.12952,10
"Waffle House-Savannah,GA",31.985536,-81.21856,9
"Waffle House-Savannah,GA",32.071869,-81.200798,8
"Waffle House-Savannah,GA",32.0703256,-81.05836,10
"Waffle House-Savannah,GA",32.004779,-81.280744,10
"Waffle House-Savannah,GA",32.052976,-81.145228,6
"Waffle House-Savannah,GA",32.009478,-81.114817,8
"Waffle House-Savannah,GA",32.139828,-81.235801,5
"Waffle House-Smyrna,GA",33.839857,-84.518643,6
"Waffle House-Smyrna,GA",33.872645,-84.529709,7
"Waffle House-Smyrna,GA",33.844741,-84.489904,7
"Waffle House-Snellville,GA",33.856218,-83.995451,9
"Waffle House-Snellville,GA",33.857077,-84.021327,10
"Waffle House-Snellville,GA",33.811805,-84.042399,6
"Waffle House-Snellville,GA",33.84435,-84.055369,8
"Waffle House-St Simons Island,GA",31.160231,-81.390639,6
"Waffle House-Statesboro,GA",32.435011,-81.78485,7
"Waffle House-Statesboro,GA",32.4400648,-81.7649323,7
"Waffle House-Statham,GA",33.96475,-83.597517,6
"Waffle House-Stockbridge,GA",33.505734,-84.226611,9
"Waffle House-Stockbridge,GA",33.501657,-84.243388,9
"Waffle House-Stockbridge,GA",33.583101,-84.149264,9
"Waffle House-Stockbridge,GA",33.54716,-84.250857,5
"Waffle House-Stockbridge,GA",33.548275,-84.276763,6
"Waffle House-Stone Mountain,GA",33.823516,-84.11848,7
"Waffle House-Stone Mountain,GA",33.801578,-84.194865,7
"Waffle House-Suwanee,GA",34.027801,-84.045914,8
"Waffle House-Suwanee,GA",34.09579,-84.176589,8
"Waffle House-Tallapoosa,GA",33.686505,-85.261964,7
"Waffle House-Temple,GA",33.722612,-85.028202,8
"Waffle House-Thomaston,GA",32.923452,-84.333477,9
"Waffle House-Thomasville,GA",30.857269,-83.946557,10
"Waffle House-Thomasville,GA",30.83513,-83.941584,5
"Waffle House-Thomson,GA",33.5099716,-82.5019684,6
"Waffle House-Thomson,GA",33.512714,-82.502381,5
"Waffle House-Tifton,GA",31.457958,-83.527839,7
"Waffle House-Tifton,GA",31.447419,-83.536413,8
"Waffle House-Tifton,GA",31.475076,-83.519472,10
"Waffle House-Tifton,GA",31.450858,-83.52327,10
"Waffle House-Tucker,GA",33.837956,-84.200906,10
"Waffle House-Tucker,GA",33.828785,-84.249639,10
"Waffle House-Tucker,GA",33.882471,-84.219681,10
"Waffle House-Tucker,GA",33.847094,-84.243917,8
"Waffle House-Tyrone,GA",33.479142,-84.589101,6
"Waffle House-Union City,GA",33.585595,-84.515089,6
"Waffle House-Union City,GA",33.566985,-84.53207,5
"Waffle House-Valdosta,GA",30.846791,-83.306315,7
"Waffle House-Valdosta,GA",30.843036,-83.327362,5
"Waffle House-Valdosta,GA",30.821286,-83.310353,9
"Waffle House-Valdosta,GA",30.874589,-83.291734,6
"Waffle House-Valdosta,GA",30.753336,-83.272454,7
"Waffle House-Valdosta,GA",30.9136605,-83.2600902,5
"Waffle House-Valdosta,GA",30.894641,-83.35607,6
"Waffle House-Villa Rica,GA",33.731201,-84.903536,9
"Waffle House-Villa Rica,GA",33.726885,-84.939971,10
"Waffle House-Villa Rica,GA",33.71959,-84.937873,6
"Waffle House-Warner Robins,GA",32.55227,-83.6894,9
"Waffle House-Warner Robins,GA",32.557911,-83.662245,7
"Waffle House-Warner Robins,GA",32.618212,-83.625829,9
"Waffle House-Warner Robins,GA",32.593888,-83.627813,7
"Waffle House-Winder,GA",33.991393,-83.72401,10
"Waffle House-Woodstock,GA",34.102692,-84.52817,10
"Waffle House-Woodstock,GA",34.08555,-84.537179,7
"Waffle House-Collinsville,IL",38.677453,-90.012326,5
"Waffle House-Granite City,IL",38.762144,-90.123039,3
"Waffle House-Anderson,IN",40.054514,-85.654342,5
"Waffle House-Avon,IN",39.763429,-86.357465,1
"Waffle House-Columbus,IN",39.2004043,-85.9528785,5
"Waffle House-Corydon,IN",38.235541,-86.127088,4
"Waffle House-Daleville,IN",40.120647,-85.542299,5
"Waffle House-Franklin,IN",39.482383,-86.017765,1
"Waffle House-Greendale,IN",39.121184,-84.849923,9
"Waffle House-Greenfield,IN",39.80927,-85.7698224,6
"Waffle House-Greenwood,IN",39.614342,-86.081469,8
"Waffle House-Indianapolis,IN",39.796907,-86.009391,3
"Waffle House-Indianapolis,IN",39.727393,-86.250244,4
"Waffle House-Indianapolis,IN",39.665443,-86.097846,2
"Waffle House-Indianapolis,IN",39.7278466,-86.0829496,7
"Waffle House-Indianapolis,IN",39.693725,-86.187925,1
"Waffle House-Jeffersonville,IN",38.2907787,-85.7278519,2
"Waffle House-Lawrence,IN",39.829847,-86.040535,2
"Waffle House-New Albany,IN",38.3466746,-85.7980366,9
"Waffle House-New Albany,IN",38.284281,-85.828104,6
"Waffle House-Pendleton,IN",39.990622,-85.843161,8
"Waffle House-Plainfield,IN",39.678349,-86.369857,3
"Waffle House-Scottsburg,IN",38.685155,-85.79107,7
"Waffle House-Sellersburg,IN",38.396948,-85.75772,7
"Waffle House-Shelbyville,IN",39.547284,-85.775548,4
"Waffle House-Taylorsville,IN",39.29572,-85.956429,3
"Waffle House-Bonner Springs,KS",39.09627,-94.88181,3
"Waffle House-Gardner,KS",38.810968,-94.889606,8
"Waffle House-Kansas City,KS",39.089541,-94.681126,3
"Waffle House-Olathe,KS",38.883652,-94.795498,4
"Waffle House-Shawnee,KS",38.992918,-94.71159,6
"Waffle House-Ashland,KY",38.388257,-82.715795,8
"Waffle House-Benton,KY",36.866891,-88.360308,3
"Waffle House-Bowling Green,KY",36.939533,-86.421363,6
"Waffle House-Bowling Green,KY",36.98058,-86.467206,4
"Waffle House-Bowling Green,KY",36.931458,-86.417414,7
"Waffle House-Calvert City,KY",37.003589,-88.32741,9
"Waffle House-Carrollton,KY",38.64949,-85.123326,5
"Waffle House-Catlettsburg,KY",38.384791,-82.608422,4
"Waffle House-Corbin,KY",36.917737,-84.132725,1
"Waffle House-Covington,KY",39.087582,-84.521126,6
"Waffle House-Dry Ridge,KY",38.681982,-84.598206,8
"Waffle House-Elizabethtown,KY",37.716006,-85.824402,8
"Waffle House-Erlanger,KY",39.029015,-84.617136,7
"Waffle House-Florence,KY",39.000793,-84.642504,5
"Waffle House-Florence,KY",38.982933,-84.644753,2
"Waffle House-Fort Wright,KY",39.0250301,-84.534692,8
"Waffle House-Frankfort,KY",38.178866,-84.814304,5
"Waffle House-Franklin,KY",36.669982,-86.558206,7
"Waffle House-Georgetown,KY",38.220337,-84.558326,3
"Waffle House-Georgetown,KY",38.274389,-84.553177,4
"Waffle House-Hebron,KY",39.076252,-84.711178,2
"Waffle House-Hopkinsville,KY",36.838512,-87.479761,8
"Waffle House-Jeffersontown,KY",38.218976,-85.539201,2
"Waffle House-Lagrange,KY",38.397502,-85.371664,4
"Waffle House-Lexington,KY",38.076858,-84.506826,8
"Waffle House-Lexington,KY",38.018727,-84.415624,5
"Waffle House-Lexington,KY",38.101852,-84.482438,1
"Waffle House-Lexington,KY",38.077914,-84.452481,1
"Waffle House-Lexington,KY",38.042022,-84.421135,5
"Waffle House-Lexington,KY",38.008303,-84.454211,6
"Waffle House-Lexington,KY",38.01607,-84.553276,8
"Waffle House-Lexington,KY",37.982813,-84.496124,4
"Waffle House-Lexington,KY",37.932837,-84.330691,6
"Waffle House-Lexington,KY",38.039804,-84.513711,3
"Waffle House-London,KY",37.149224,-84.11681,5
"Waffle House-Louisville,KY",38.10125,-85.870607,5
"Waffle House-Louisville,KY",38.088578,-85.666393,1
"Waffle House-Louisville,KY",38.242941,-85.512966,6
"Waffle House-Louisville,KY",38.157243,-85.713943,7
"Waffle House-Louisville,KY",38.300802,-85.542407,3
"Waffle House-Louisville,KY",38.219727,-85.623535,6
"Waffle House-Louisville,KY",38.202526,-85.833283,3
"Waffle House-Louisville,KY",38.198873,-85.686214,1
"Waffle House-Louisville,KY",38.17947,-85.717814,2
"Waffle House-Louisville,KY",38.135787,-85.580435,7
"Waffle House-Louisville,KY",38.225778,-85.579739,1
"Waffle House-Mt Sterling,KY",38.071456,-83.947301,4
"Waffle House-Nicholasville,KY",37.900024,-84.564616,5
"Waffle House-Oak Grove,KY",36.693312,-87.45301,1
"Waffle House-Paducah,KY",37.047698,-88.654589,5
"Waffle House-Paducah,KY",37.048332,-88.563142,4
"Waffle House-Radcliff,KY",37.838648,-85.93692,8
"Waffle House-Richmond,KY",37.776512,-84.319044,4
"Waffle House-Richmond,KY",37.73629,-84.319106,2
"Waffle House-Shelbyville,KY",38.19749,-85.209297,4
"Waffle House-Shelbyville,KY",38.201934,-85.265917,7
"Waffle House-Shepherdsville,KY",38.058213,-85.699983,5
"Waffle House-Shepherdsville,KY",38.003178,-85.689157,3
"Waffle House-Versailles,KY",38.050741,-84.713642,6
"Waffle House-Walton,KY",38.917429,-84.63135,10
"Waffle House-Walton,KY",38.859169,-84.619793,10
"Waffle House-Wilder,KY",39.009456,-84.467658,8
"Waffle House-Winchester,KY",38.006899,-84.209431,7
"Waffle House-Amite,LA",30.726442,-90.52571,4
"Waffle House-Arabi,LA",29.957465,-90.004637,4
"Waffle House-Avondale,LA",29.91015,-90.206178,8
"Waffle House-Baton Rouge,LA",30.414306,-91.068059,6
"Waffle House-Baton Rouge,LA",30.382638,-91.064542,7
"Waffle House-Baton Rouge,LA",30.348646,-91.027208,2
"Waffle House-Baton Rouge,LA",30.439602,-91.007527,8
"Waffle House-Baton Rouge,LA",30.489072,-91.16728,7
"Waffle House-Baton Rouge,LA",30.426446,-91.137374,1
"Waffle House-Bossier City,LA",32.527448,-93.700912,3
"Waffle House-Bossier City,LA",32.518502,-93.70697,3
"Waffle House-Bossier City,LA",32.549856,-93.630148,1
"Waffle House-Boutte,LA",29.891172,-90.409561,5
"Waffle House-Breaux Bridge,LA",30.313502,-91.83258,5
