location,lat,long,score
"Waffle House-Breaux Bridge,LA",30.293976,-91.916036,4
"Waffle House-Broussard,LA",30.143545,-91.948543,6
"Waffle House-Chalmette,LA",29.950601,-89.959762,6
"Waffle House-Covington,LA",30.437927,-90.084061,8
"Waffle House-Covington,LA",30.496358,-90.162929,2
"Waffle House-Crowley,LA",30.23625,-92.527569,8
"Waffle House-Denham Springs,LA",30.457004,-90.956143,7
"Waffle House-Gonzales,LA",30.210788,-90.944304,9
"Waffle House-Gray,LA",29.681213,-90.783133,7
"Waffle House-Hammond,LA",30.506593,-90.449984,7
"Waffle House-Hammond,LA",30.5163002,-90.4790802,1
"Waffle House-Hammond,LA",30.477086,-90.457082,7
"Waffle House-Hammond,LA",30.504344,-90.499557,2
"Waffle House-Harvey,LA",29.8771778,-90.0492105,6
"Waffle House-Haughton,LA",32.54342,-93.515196,7
"Waffle House-Houma,LA",29.61119,-90.753339,1
"Waffle House-Jennings,LA",30.239381,-92.663439,5
"Waffle House-Lafayette,LA",30.254376,-92.037887,7
"Waffle House-Lafayette,LA",30.252052,-92.013521,5
"Waffle House-Lafayette,LA",30.1852349,-92.0099301,6
"Waffle House-Lake Charles,LA",30.237417,-93.229098,1
"Waffle House-Laplace,LA",30.08278,-90.455063,4
"Waffle House-Mandeville,LA",30.370949,-90.093156,7
"Waffle House-Mandeville,LA",30.416546,-90.040753,8
"Waffle House-Metairie,LA",30.003982,-90.2202925,3
"Waffle House-Metairie,LA",29.9793499,-90.235166,5
"Waffle House-Monroe,LA",32.5255461,-92.1143988,4
"Waffle House-Monroe,LA",32.551111,-92.077002,7
"Waffle House-Monroe,LA",32.529178,-92.034125,8
"Waffle House-Morgan City,LA",29.68428,-91.256929,8
"Waffle House-New Iberia,LA",29.986586,-91.860278,1
"Waffle House-New Orleans,LA",30.0441608,-89.9635315,2
"Waffle House-New Orleans,LA",29.928509,-90.031609,4
"Waffle House-New Orleans,LA",29.9882186,-90.0586686,2
"Waffle House-New Orleans,LA",30.00403,-90.035749,3
"Waffle House-New Orleans,LA",30.034951,-89.974466,7
"Waffle House-Opelousas,LA",30.5184652,-92.0660875,1
"Waffle House-Pearl River,LA",30.35562,-89.744489,6
"Waffle House-Ponchatoula,LA",30.437673,-90.452072,3
"Waffle House-Port Allen,LA",30.448971,-91.244485,6
"Waffle House-Port Allen,LA",30.425174,-91.216472,10
"Waffle House-Rayville,LA",32.456927,-91.758542,6
"Waffle House-Ruston,LA",32.537129,-92.652865,2
"Waffle House-Scott,LA",30.242241,-92.066105,1
"Waffle House-Shreveport,LA",32.558572,-93.783748,4
"Waffle House-Shreveport,LA",32.398226,-93.759495,2
"Waffle House-Shreveport,LA",32.459756,-93.827448,6
"Waffle House-Shreveport,LA",32.450084,-93.862604,7
"Waffle House-Shreveport,LA",32.401175,-93.804835,6
"Waffle House-Slidell,LA",30.224415,-89.786497,6
"Waffle House-Slidell,LA",30.311043,-89.767896,3
"Waffle House-Slidell,LA",30.28477,-89.751039,5
"Waffle House-Slidell,LA",30.249874,-89.765483,5
"Waffle House-Slidell,LA",30.3177376,-89.8241501,1
"Waffle House-Sorrento,LA",30.170275,-90.877896,8
"Waffle House-St Rose,LA",29.974778,-90.296952,2
"Waffle House-Sterlington,LA",32.68592,-92.045619,7
"Waffle House-Sulphur,LA",30.23793,-93.377421,1
"Waffle House-Sulphur,LA",30.21403,-93.376156,6
"Waffle House-Terrytown,LA",29.903326,-90.018515,2
"Waffle House-Walker,LA",30.47391,-90.861189,5
"Waffle House-West Monroe,LA",32.502484,-92.157046,2
"Waffle House-West Monroe,LA",32.515178,-92.191922,1
"Waffle House-West Monroe,LA",32.509466,-92.157422,4
"Waffle House-Zachary,LA",30.6474714,-91.1457733,2
"Waffle House-Bel Air,MD",39.567772,-76.353941,4
"Waffle House-Belcamp,MD",39.479198,-76.248647,3
"Waffle House-Edgewood,MD",39.453111,-76.305268,6
"Waffle House-Elkton,MD",39.635768,-75.80651,2
"Waffle House-Frederick,MD",39.389316,-77.409443,5
"Waffle House-Frederick,MD",39.32427,-77.351535,8
"Waffle House-Hagerstown,MD",39.599308,-77.729887,2
"Waffle House-Hagerstown,MD",39.689308,-77.730567,2
"Waffle House-Havre De Grace,MD",39.553886,-76.100951,8
"Waffle House-North East,MD",39.607002,-75.951736,5
"Waffle House-Williamsport,MD",39.604086,-77.807901,2
"Waffle House-Arnold,MO",38.4161,-90.39144,8
"Waffle House-Belton,MO",38.812759,-94.501709,5
"Waffle House-Berkeley,MO",38.729763,-90.344302,4
"Waffle House-Blue Springs,MO",39.032057,-94.305084,1
"Waffle House-Bridgeton,MO",38.759473,-90.434969,4
"Waffle House-Columbia,MO",38.922123,-92.337011,7
"Waffle House-Columbia,MO",38.971112,-92.326884,4
"Waffle House-Excelsior Springs,MO",39.332079,-94.268733,7
"Waffle House-Festus,MO",38.21319,-90.407457,8
"Waffle House-Florissant,MO",38.796538,-90.339167,3
"Waffle House-Grandview,MO",38.889003,-94.527867,5
"Waffle House-Joplin,MO",37.12224,-94.47567,1
"Waffle House-Kansas City,MO",39.174016,-94.549007,7
"Waffle House-Kansas City,MO",39.130243,-94.502117,8
"Waffle House-Kansas City,MO",39.168324,-94.495299,8
"Waffle House-Kansas City,MO",39.244848,-94.460529,8
"Waffle House-Kansas City,MO",39.271801,-94.669799,6
"Waffle House-Lebanon,MO",37.651114,-92.667665,6
"Waffle House-Lees Summit,MO",38.942667,-94.378231,2
"Waffle House-Maryland Heights,MO",38.715408,-90.444,2
"Waffle House-Oak Grove,MO",39.012406,-94.128811,7
"Waffle House-O'Fallon,MO",38.803333,-90.700564,7
"Waffle House-Platte City,MO",39.35253,-94.766598,7
"Waffle House-Rolla,MO",37.943075,-91.790858,4
"Waffle House-Springfield,MO",37.247758,-93.310744,8
"Waffle House-Springfield,MO",37.253742,-93.264788,1
"Waffle House-Springfield,MO",37.238923,-93.226996,5
"Waffle House-Springfield,MO",37.18036,-93.226883,2
"Waffle House-Springfield,MO",37.139102,-93.278127,4
"Waffle House-Springfield,MO",37.210351,-93.348718,6
"Waffle House-St Charles,MO",38.772386,-90.492086,7
"Waffle House-St Charles,MO",38.805892,-90.475096,2
"Waffle House-St Joseph,MO",39.723318,-94.793771,5
"Waffle House-St Louis,MO",38.498853,-90.299798,3
"Waffle House-St Louis,MO",38.48572,-90.358474,5
"Waffle House-St Louis,MO",38.52544,-90.362508,8
"Waffle House-St Robert,MO",37.822883,-92.140451,8
"Waffle House-Warrenton,MO",38.822886,-91.138389,8
"Waffle House-Webb City,MO",37.133535,-94.475184,3
"Waffle House-Wentzville,MO",38.811058,-90.872279,6
"Waffle House-Batesville,MS",34.309963,-89.930826,3
"Waffle House-Bay St Louis,MS",30.313164,-89.357318,1
"Waffle House-Biloxi Beach,MS",30.391346,-88.978416,4
"Waffle House-Biloxi,MS",30.393901,-88.890503,1
"Waffle House-Biloxi,MS",30.393212,-88.952343,4
"Waffle House-Biloxi,MS",30.45783,-88.843455,6
"Waffle House-Biloxi,MS",30.447809,-88.934204,7
"Waffle House-Brandon,MS",32.280539,-90.035745,4
"Waffle House-Brandon,MS",32.36338,-89.991739,7
"Waffle House-Brandon,MS",32.276935,-89.998363,4
"Waffle House-Brookhaven,MS",31.579088,-90.465536,8
"Waffle House-Byram,MS",32.185584,-90.259696,7
"Waffle House-Canton,MS",32.59408,-90.089379,5
"Waffle House-Clinton,MS",32.328365,-90.32577,6
"Waffle House-Columbus,MS",33.50801,-88.432536,6
"Waffle House-Corinth,MS",34.930932,-88.544018,7
"Waffle House-Diamondhead,MS",30.374828,-89.377875,4
"Waffle House-D'Iberville,MS",30.429871,-88.892992,5
"Waffle House-D'Iberville,MS",30.46817,-88.938424,2
"Waffle House-Florence,MS",32.155279,-90.124692,6
"Waffle House-Flowood,MS",32.330719,-90.1271286,7
"Waffle House-Forest,MS",32.339658,-89.483392,8
"Waffle House-Gautier,MS",30.393197,-88.66091,5
"Waffle House-Greenwood,MS",33.524289,-90.204945,2
"Waffle House-Grenada,MS",33.786617,-89.851581,6
"Waffle House-Gulfport,MS",30.438328,-89.097452,5
"Waffle House-Gulfport,MS",30.4005754,-89.0051385,6
"Waffle House-Gulfport,MS",30.3964153,-89.0929339,7
"Waffle House-Gulfport,MS",30.35822,-89.112555,1
"Waffle House-Gulfport,MS",30.379625,-89.03987,4
"Waffle House-Gulfport,MS",30.420964,-89.136597,7
"Waffle House-Gulfport,MS",30.421015,-89.092483,2
"Waffle House-Gulfport,MS",30.427048,-89.092577,5
"Waffle House-Hattiesburg,MS",31.324655,-89.354589,7
"Waffle House-Hattiesburg,MS",31.348817,-89.336256,3
"Waffle House-Hattiesburg,MS",31.35471,-89.344189,6
"Waffle House-Hattiesburg,MS",31.309482,-89.314553,2
"Waffle House-Hazlehurst,MS",31.874306,-90.40692,1
"Waffle House-Hernando,MS",34.823911,-89.981808,6
"Waffle House-Horn Lake,MS",34.962707,-90.006353,6
"Waffle House-Jackson,MS",32.303956,-90.168076,2
"Waffle House-Jackson,MS",32.268343,-90.212541,4
"Waffle House-Jackson,MS",32.356314,-90.152403,1
"Waffle House-Jackson,MS",32.290034,-90.270158,5
"Waffle House-Laurel,MS",31.686003,-89.146907,5
"Waffle House-Long Beach,MS",30.345184,-89.147644,2
"Waffle House-Lucedale,MS",30.908468,-88.597908,9
"Waffle House-Magee,MS",31.867635,-89.741491,6
"Waffle House-Mccomb,MS",31.247488,-90.474431,6
"Waffle House-Meridian,MS",32.349611,-88.691526,7
"Waffle House-Meridian,MS",32.367662,-88.679415,1
"Waffle House-Meridian,MS",32.362911,-88.728721,7
"Waffle House-Moss Point,MS",30.643972,-88.567699,3
"Waffle House-Moss Point,MS",30.438064,-88.527809,6
"Waffle House-Moss Point,MS",30.446254,-88.532677,3
"Waffle House-New Albany,MS",34.496831,-89.029854,5
"Waffle House-Ocean Springs,MS",30.413426,-88.787626,7
"Waffle House-Ocean Springs,MS",30.450363,-88.841124,6
"Waffle House-Olive Branch,MS",34.962849,-89.856456,3
"Waffle House-Pascagoula,MS",30.370978,-88.549371,2
"Waffle House-Pascagoula,MS",30.385531,-88.515694,1
"Waffle House-Pearl,MS",32.2828176,-90.116373,5
"Waffle House-Pearl,MS",32.273432,-90.072635,3
"Waffle House-Petal,MS",31.3519657,-89.2342796,9
"Waffle House-Picayune,MS",30.517571,-89.667438,5
"Waffle House-Picayune,MS",30.5450593,-89.6696337,4
"Waffle House-Richland,MS",32.232437,-90.161879,5
"Waffle House-Ridgeland,MS",32.3995252,-90.1216556,2
"Waffle House-Ridgeland,MS",32.412535,-90.106355,5
"Waffle House-Robinsonville,MS",34.837132,-90.275853,6
"Waffle House-Senatobia,MS",34.619592,-89.954816,5
"Waffle House-Southaven,MS",34.9623773,-89.9316493,8
"Waffle House-Southaven,MS",34.93358,-89.997558,5
"Waffle House-Southaven,MS",34.989884,-89.999057,7
"Waffle House-Starkville,MS",33.44302,-88.849839,2
"Waffle House-Tupelo,MS",34.314398,-88.706755,8
"Waffle House-Tupelo,MS",34.245103,-88.717275,8
"Waffle House-Vicksburg,MS",32.328116,-90.862852,2
"Waffle House-Vicksburg,MS",32.343845,-90.837393,4
"Waffle House-Vicksburg,MS",32.303093,-90.888801,6
"Waffle House-Vicksburg,MS",32.30963,-90.900196,6
"Waffle House-Waveland,MS",30.304516,-89.383146,8
"Waffle House-West Point,MS",33.583967,-88.659083,7
"Waffle House-Wiggins,MS",30.847915,-89.153543,1
"Waffle House-Winona,MS",33.486924,-89.757028,6
"Waffle House-Albemarle,NC",35.384228,-80.192831,7
"Waffle House-Albemarle,NC",35.36465,-80.149159,6
"Waffle House-Apex,NC",35.711193,-78.838535,6
"Waffle House-Archdale,NC",35.905325,-79.957301,6
"Waffle House-Arden,NC",35.481991,-82.553741,6
"Waffle House-Asheboro,NC",35.689684,-79.810722,4
"Waffle House-Asheville,NC",35.584324,-82.462232,2
"Waffle House-Asheville,NC",35.588507,-82.529613,2
"Waffle House-Asheville,NC",35.562802,-82.629877,8
"Waffle House-Asheville,NC",35.596353,-82.555175,6
"Waffle House-Battleboro,NC",36.035675,-77.7525406,7
"Waffle House-Belmont,NC",35.251913,-81.028427,8
"Waffle House-Benson,NC",35.375371,-78.537776,4
"Waffle House-Biscoe,NC",35.360795,-79.767709,2
"Waffle House-Boone,NC",36.20678,-81.67119,1
"Waffle House-Brevard,NC",35.271077,-82.707036,4
"Waffle House-Burlington,NC",36.064483,-79.469298,4
"Waffle House-Canton,NC",35.552817,-82.850831,3
"Waffle House-Cary,NC",35.763307,-78.746654,4
"Waffle House-Chapel Hill,NC",35.9135556,-79.0548438,5
"Waffle House-Charlotte,NC",35.287733,-80.760382,1
"Waffle House-Charlotte,NC",35.1453972,-80.9244919,5
"Waffle House-Charlotte,NC",35.240412,-80.919738,8
"Waffle House-Charlotte,NC",35.175377,-80.875908,4
"Waffle House-Charlotte,NC",35.113517,-80.921917,6
"Waffle House-Charlotte,NC",35.306271,-80.851364,5
"Waffle House-Charlotte,NC",35.1705055,-80.7438507,8
"Waffle House-Charlotte,NC",35.340982,-80.834503,6
"Waffle House-Clayton,NC",35.666396,-78.499173,8
"Waffle House-Clemmons,NC",36.0339,-80.382709,4
"Waffle House-Columbus,NC",35.265316,-82.1652908,2
"Waffle House-Concord,NC",35.4612929,-80.584572,6
"Waffle House-Concord,NC",35.403031,-80.609176,6
"Waffle House-Concord,NC",35.367106,-80.709571,6
"Waffle House-Conover,NC",35.704826,-81.263627,3
"Waffle House-Conover,NC",35.695114,-81.235779,1
"Waffle House-Cornelius,NC",35.482418,-80.880735,2
"Waffle House-Dallas,NC",35.302438,-81.179205,5
"Waffle House-Durham,NC",35.910566,-78.934175,2
"Waffle House-Durham,NC",35.9241591,-78.846131,1
"Waffle House-Durham,NC",36.02104,-78.950141,6
"Waffle House-Durham,NC",35.90965,-78.89324,2
"Waffle House-Erwin,NC",35.322892,-78.642729,8
"Waffle House-Fayetteville,NC",35.006297,-78.816463,5
"Waffle House-Fayetteville,NC",35.01901,-78.895658,2
"Waffle House-Fayetteville,NC",35.116198,-78.879987,5
"Waffle House-Fayetteville,NC",35.079476,-78.957792,6
"Waffle House-Fayetteville,NC",35.044327,-78.976058,4
"Waffle House-Fayetteville,NC",35.064763,-79.013678,3
"Waffle House-Fayetteville,NC",35.03045,-79.050492,8
"Waffle House-Fayetteville,NC",35.073955,-78.953084,8
"Waffle House-Flat Rock,NC",35.297726,-82.404095,2
"Waffle House-Forest City,NC",35.333261,-81.889924,6
"Waffle House-Fuquay Varina,NC",35.592904,-78.772628,6
"Waffle House-Garner,NC",35.604227,-78.569099,9
"Waffle House-Gastonia,NC",35.279213,-81.234116,7
"Waffle House-Gastonia,NC",35.269616,-81.146327,5
"Waffle House-Goldsboro,NC",35.397053,-77.966137,8
"Waffle House-Goldsboro,NC",35.374613,-77.945158,6
"Waffle House-Graham,NC",36.062666,-79.382991,2
"Waffle House-Greensboro,NC",36.00435,-79.790756,1
"Waffle House-Greensboro,NC",36.031992,-79.800992,8
"Waffle House-Greensboro,NC",36.041959,-79.8434,8
"Waffle House-Greensboro,NC",36.058149,-79.88953,3
"Waffle House-Greenville,NC",35.5960922,-77.3375626,1
"Waffle House-Greenville,NC",35.581111,-77.376761,4
"Waffle House-Greenville,NC",35.604941,-77.395982,1
"Waffle House-Havelock,NC",34.898236,-76.929115,3
"Waffle House-Henderson,NC",36.322812,-78.450271,4
"Waffle House-Henderson,NC",36.338431,-78.409875,3
"Waffle House-Hendersonville,NC",35.343999,-82.435561,7
"Waffle House-Hickory,NC",35.711513,-81.316051,6
"Waffle House-Hickory,NC",35.748035,-81.367155,6
"Waffle House-High Point,NC",35.982708,-80.023989,8
"Waffle House-Hillsborough,NC",36.058285,-79.103379,2
"Waffle House-Hope Mills,NC",34.983695,-78.96434,3
"Waffle House-Huntersville,NC",35.408474,-80.854431,3
"Waffle House-Indian Trail,NC",35.085973,-80.662723,7
"Waffle House-Jacksonville,NC",34.778339,-77.393874,3
"Waffle House-Jacksonville,NC",34.755614,-77.473512,7
"Waffle House-Jacksonville,NC",34.760214,-77.416411,5
"Waffle House-Jonesville,NC",36.239283,-80.820037,2
Waffle House-Kannapolis MC,35.480056,-80.612236,2
"Waffle House-Kannapolis,NC",35.497508,-80.559687,5
"Waffle House-Kenly,NC",35.581641,-78.147626,7
"Waffle House-Kernersville,NC",36.111375,-80.063372,8
"Waffle House-King,NC",36.262676,-80.36308,8
"Waffle House-Kings Mountain,NC",35.228646,-81.333074,1
"Waffle House-Kinston,NC",35.239317,-77.575944,5
"Waffle House-Knightdale,NC",35.799228,-78.474508,6
"Waffle House-Laurinburg,NC",34.77018,-79.467749,2
"Waffle House-Leland,NC",34.233741,-77.997401,8
"Waffle House-Lenoir,NC",35.9171104,-81.5239792,3
"Waffle House-Lexington,NC",35.775196,-80.258781,2
"Waffle House-Lillington,NC",35.415451,-78.798404,1
"Waffle House-Lincolnton,NC",35.477106,-81.235427,8
"Waffle House-Louisburg,NC",36.088476,-78.301878,6
"Waffle House-Lumberton,NC",34.667591,-79.004059,6
"Waffle House-Lumberton,NC",34.603794,-78.980216,1
"Waffle House-Lumberton,NC",34.621328,-79.051987,6
"Waffle House-Marion,NC",35.659932,-81.965027,6
"Waffle House-Mars Hill,NC",35.820165,-82.538828,2
"Waffle House-Mebane,NC",36.074239,-79.273436,2
"Waffle House-Mocksville,NC",35.9162351,-80.5830465,1
"Waffle House-Monroe,NC",34.99432,-80.541062,7
"Waffle House-Mooresville,NC",35.593923,-80.857145,4
"Waffle House-Morehead City,NC",34.736337,-76.798557,3
"Waffle House-Morganton,NC",35.72286,-81.65684,9
"Waffle House-Morrisville,NC",35.859398,-78.818979,6
"Waffle House-Mt Airy,NC",36.47443,-80.620243,1
"Waffle House-Murphy,NC",35.076684,-84.04288,6
"Waffle House-Nashville,NC",35.976103,-77.97005,5
"Waffle House-New Bern,NC",35.082184,-77.03092,6
"Waffle House-New Bern,NC",35.099702,-77.016192,5
"Waffle House-Pineville,NC",35.0979805,-80.8827972,6
"Waffle House-Pittsboro,NC",35.7447729,-79.1668166,3
"Waffle House-Raeford,NC",34.9785,-79.236549,6
"Waffle House-Raleigh,NC",35.77729,-78.6782905,5
"Waffle House-Raleigh,NC",35.862865,-78.60009,9
"Waffle House-Raleigh,NC",35.816672,-78.598817,5
"Waffle House-Raleigh,NC",35.797589,-78.577611,7
"Waffle House-Raleigh,NC",35.794752,-78.690782,6
"Waffle House-Randleman,NC",35.824566,-79.816778,1
"Waffle House-Roanoke Rapids,NC",36.443476,-77.676272,6
"Waffle House-Rockingham,NC",34.912744,-79.790068,6
"Waffle House-Rocky Mount,NC",35.966381,-77.816561,6
"Waffle House-Rocky Mount,NC",35.974647,-77.833733,6
"Waffle House-Rowland,NC",34.507072,-79.30656,1
"Waffle House-Rutherfordton,NC",35.364191,-81.941853,3
"Waffle House-Salisbury,NC",35.66351,-80.46581,5
"Waffle House-Salisbury,NC",35.643584,-80.483366,8
"Waffle House-Sanford,NC",35.457685,-79.14256,6
"Waffle House-Selma,NC",35.51949,-78.293382,5
"Waffle House-Shallotte,NC",33.973833,-78.400795,8
"Waffle House-Shelby,NC",35.271543,-81.495442,2
"Waffle House-Siler City,NC",35.735593,-79.43393,4
"Waffle House-Smithfield,NC",35.536033,-78.374016,1
"Waffle House-Southern Pines,NC",35.1621428,-79.4101339,7
"Waffle House-Spring Lake,NC",35.179284,-78.98127,7
"Waffle House-Spring Lake,NC",35.17337,-78.969953,2
"Waffle House-Statesville,NC",35.771294,-80.859371,6
"Waffle House-Statesville,NC",35.804574,-80.876349,8
"Waffle House-Sylva,NC",35.377162,-83.212479,2
"Waffle House-Tarboro,NC",35.88889,-77.54793,3
"Waffle House-Thomasville,NC",35.865493,-80.072164,5
"Waffle House-Wade,NC",35.122765,-78.748103,8
"Waffle House-Wadesboro,NC",34.978274,-80.0929,5
"Waffle House-Wake Forest,NC",35.9768618,-78.5463553,1
"Waffle House-Walkerton,NC",36.17765,-80.160801,5
"Waffle House-Warsaw,NC",34.993371,-78.138942,8
"Waffle House-Washington,NC",35.5547887,-77.0591844,7
"Waffle House-Waynesville,NC",35.503556,-82.9892,1
"Waffle House-Weaverville,NC",35.703962,-82.568901,4
"Waffle House-Weldon,NC",36.430492,-77.629929,1
"Waffle House-Whittier,NC",35.430834,-83.304103,2
"Waffle House-Wilmington,NC",34.1933212,-77.9359894,8
"Waffle House-Wilmington,NC",34.24422,-77.88134,3
"Waffle House-Wilmington,NC",34.142919,-77.892779,5
"Waffle House-Wilmington,NC",34.264519,-77.826851,4
"Waffle House-Wilson,NC",35.7196983,-77.9513434,5
"Waffle House-Wilson,NC",35.695722,-77.822906,5
"Waffle House-Winston Salem,NC",36.188445,-80.279248,6
"Waffle House-Winston Salem,NC",36.054405,-80.259299,8
"Waffle House-Winston Salem,NC",36.07222,-80.338772,7
"Waffle House-Winterville,NC",35.561335,-77.406069,8
"Waffle House-Youngsville,NC",36.040769,-78.498054,4
"Waffle House-Albuquerque,NM",35.068449,-106.500112,7
"Waffle House-Albuquerque,NM",35.056186,-106.62192,8
"Waffle House-Akron,OH",40.989317,-81.492392,4
"Waffle House-Austinburg,OH",41.784253,-80.855644,2
"Waffle House-Beavercreek,OH",39.696249,-84.101287,7
"Waffle House-Bellefontaine,OH",40.377347,-83.755956,5
"Waffle House-Bowling Green,OH",41.374527,-83.626575,3
"Waffle House-Brookville,OH",39.845143,-84.424864,8
"Waffle House-Canal Winchester,OH",39.861762,-82.827631,5
"Waffle House-Canton,OH",40.770725,-81.386237,3
"Waffle House-Cincinnati,OH",39.25744,-84.469787,6
"Waffle House-Cincinnati,OH",39.1278036,-84.5177753,4
"Waffle House-Cincinnati,OH",39.071567,-84.308766,6
"Waffle House-Colerain Township,OH",39.2382777,-84.5928792,3
"Waffle House-Columbus,OH",39.972081,-83.04291,3
"Waffle House-Columbus,OH",40.142382,-82.988317,7
"Waffle House-Columbus,OH",39.998466,-82.93019,3
"Waffle House-Columbus,OH",39.9972343,-83.0074724,7
"Waffle House-Columbus,OH",40.001907,-83.122597,8
"Waffle House-Columbus,OH",39.881141,-83.001138,7
"Waffle House-Columbus,OH",39.95251,-83.123511,8
"Waffle House-Columbus,OH",39.981082,-82.829096,4
"Waffle House-Columbus,OH",40.1346224,-83.0169205,8
"Waffle House-Columbus,OH",39.971348,-83.097824,2
"Waffle House-Dayton,OH",39.819728,-84.193224,5
"Waffle House-Dayton,OH",39.864953,-84.102065,5
"Waffle House-Dayton,OH",39.856707,-84.277534,7
"Waffle House-Fairborn,OH",39.783233,-83.998821,6
"Waffle House-Fairborn,OH",39.77469,-84.079522,2
"Waffle House-Fairfield,OH",39.339976,-84.534558,7
"Waffle House-Findlay,OH",41.058563,-83.672214,6
"Waffle House-Franklin,OH",39.542094,-84.291856,7
"Waffle House-Girard,OH",41.143011,-80.721778,3
"Waffle House-Grove City,OH",39.900592,-83.078466,6
"Waffle House-Grove City,OH",39.87809,-83.053281,8
"Waffle House-Groveport,OH",39.874231,-82.880224,8
"Waffle House-Hamilton,OH",39.397034,-84.552705,5
"Waffle House-Harrison,OH",39.259061,-84.80157,3
"Waffle House-Holland,OH",41.609529,-83.710512,3
"Waffle House-Hubbard,OH",41.161567,-80.576639,7
"Waffle House-Huber Heights,OH",39.873081,-84.136363,2
"Waffle House-Jeffersonville,OH",39.617207,-83.606745,8
"Waffle House-Lancaster,OH",39.747077,-82.647825,7
"Waffle House-Liberty Township,OH",39.417366,-84.4705505,5
"Waffle House-Lima,OH",40.757005,-84.079961,1
"Waffle House-London,OH",39.959215,-83.371122,6
"Waffle House-Marysville,OH",40.240358,-83.342905,8
"Waffle House-Mason,OH",39.358796,-84.267046,1
"Waffle House-Mason,OH",39.296866,-84.315225,7
"Waffle House-Medina,OH",41.136194,-81.801828,7
"Waffle House-Miamisburg,OH",39.638543,-84.227601,5
"Waffle House-Monroe,OH",39.43502,-84.244039,5
"Waffle House-Moraine,OH",39.686177,-84.220725,2
"Waffle House-North Canton,OH",40.860813,-81.422645,6
"Waffle House-Painesville,OH",41.666671,-81.243945,1
"Waffle House-Perrysburg,OH",41.52956,-83.636541,2
"Waffle House-Piqua,OH",40.150891,-84.213775,3
"Waffle House-Reynoldsburg,OH",39.937811,-82.830276,3
"Waffle House-Reynoldsburg,OH",39.9270174,-82.8313753,4
"Waffle House-Sharonville,OH",39.28685,-84.396923,3
"Waffle House-Sharonville,OH",39.26977,-84.43562,7
"Waffle House-Sidney,OH",40.288358,-84.184896,6
"Waffle House-Springboro,OH",39.5623093,-84.263443,6
"Waffle House-Sunbury,OH",40.266779,-82.933732,1
"Waffle House-Toledo,OH",41.596226,-83.664846,2
"Waffle House-Toledo,OH",41.675065,-83.704185,4
"Waffle House-Troy,OH",40.026059,-84.224941,2
"Waffle House-Vandalia,OH",39.891308,-84.192836,5
"Waffle House-Wapakoneta,OH",40.564077,-84.173436,1
"Waffle House-Warren,OH",41.255968,-80.740799,2
"Waffle House-West Chester,OH",39.3560884,-84.3643456,2
"Waffle House-West Chester,OH",39.34638,-84.39562,6
"Waffle House-Westerville,OH",40.080779,-82.92762,6
"Waffle House-Willoughby,OH",41.642568,-81.429299,3
"Waffle House-Broken Arrow,OK",36.072283,-95.815277,4
"Waffle House-Catoosa,OK",36.16257,-95.761669,6
"Waffle House-Del City,OK",35.446313,-97.42477,1
"Waffle House-Moore,OK",35.320038,-97.487771,1
"Waffle House-Norman,OK",35.232216,-97.489388,4
"Waffle House-Norman,OK",35.218887,-97.482463,2
"Waffle House-Oklahoma City,OK",35.46395,-97.476768,4
"Waffle House-Oklahoma City,OK",35.454693,-97.600327,3
"Waffle House-Oklahoma City,OK",35.589937,-97.436347,6
"Waffle House-Oklahoma City,OK",35.395197,-97.565577,1
